"id","client_id","product_id","product_type","issue_number","issue_month","issue_year","theme","selection_date","mail_date","in_home_date","newsstand_date","active_date","expiry_date","issue_closed","issue_closed_date","supplementary_copies","supplementary_cutoff_date","date_created","last_modified"
"40406","9999","90","Issues","71","JAN","2033","Jan-33","2032-12-01","2032-12-16","2032-12-23","2033-01-03","2032-12-01","2033-01-03","0","","0","","2020-12-03","2021-12-17"
"40407","9999","90","Issues","72","MAR","2033","Mar-33","2033-02-01","2033-02-16","2033-02-23","2033-03-03","2033-02-01","2033-03-03","0","","0","","2020-12-03","2021-12-17"
"40408","9999","90","Issues","73","MAY","2033","May-33","2033-04-01","2033-04-16","2033-04-23","2033-05-03","2033-04-01","2033-05-03","0","","0","","2020-12-03","2021-12-17"
"40409","9999","90","Issues","74","JUL","2033","Jul-33","2033-06-01","2033-06-16","2033-06-23","2033-07-03","2033-06-01","2033-07-03","0","","0","","2020-12-03","2021-12-17"
"40410","9999","90","Issues","75","SEP","2033","Sep-33","2033-08-01","2033-08-16","2033-08-23","2033-09-03","2033-08-01","2033-09-03","0","","0","","2020-12-03","2021-12-17"
"40411","9999","90","Issues","76","NOV","2033","Nov-33","2033-10-01","2033-10-16","2033-10-23","2033-11-03","2033-10-01","2033-11-03","0","","0","","2020-12-03","2021-12-17"
"40412","9999","90","Issues","77","JAN","2034","Jan-34","2033-12-01","2033-12-16","2033-12-23","2034-01-03","2033-12-01","2034-01-03","0","","0","","2020-12-03","2021-12-17"
"40413","9999","90","Issues","78","MAR","2034","Mar-34","2034-02-01","2034-02-16","2034-02-23","2034-03-03","2034-02-01","2034-03-03","0","","0","","2020-12-03","2021-12-17"
"40414","9999","90","Issues","79","MAY","2034","May-34","2034-04-01","2034-04-16","2034-04-23","2034-05-03","2034-04-01","2034-05-03","0","","0","","2020-12-03","2021-12-17"
"40415","9999","90","Issues","80","JUL","2034","Jul-34","2034-06-01","2034-06-16","2034-06-23","2034-07-03","2034-06-01","2034-07-03","0","","0","","2020-12-03","2021-12-17"
"40416","9999","90","Issues","81","SEP","2034","Sep-34","2034-08-01","2034-08-16","2034-08-23","2034-09-03","2034-08-01","2034-09-03","0","","0","","2020-12-03","2021-12-17"
"40417","9999","90","Issues","82","NOV","2034","Nov-34","2034-10-01","2034-10-16","2034-10-23","2034-11-03","2034-10-01","2034-11-03","0","","0","","2020-12-03","2021-12-17"
"40418","9999","90","Issues","83","JAN","2035","Jan-35","2034-12-01","2034-12-16","2034-12-23","2035-01-03","2034-12-01","2035-01-03","0","","0","","2020-12-03","2021-12-17"
"40419","9999","90","Issues","84","MAR","2035","Mar-35","2035-02-01","2035-02-16","2035-02-23","2035-03-03","2035-02-01","2035-03-03","0","","0","","2020-12-03","2021-12-17"
"40420","9999","90","Issues","85","MAY","2035","May-35","2035-04-01","2035-04-16","2035-04-23","2035-05-03","2035-04-01","2035-05-03","0","","0","","2020-12-03","2021-12-17"
"40421","9999","90","Issues","86","JUL","2035","Jul-35","2035-06-01","2035-06-16","2035-06-23","2035-07-03","2035-06-01","2035-07-03","0","","0","","2020-12-03","2021-12-17"
"40422","9999","90","Issues","87","SEP","2035","Sep-35","2035-08-01","2035-08-16","2035-08-23","2035-09-03","2035-08-01","2035-09-03","0","","0","","2020-12-03","2021-12-17"
"40423","9999","90","Issues","88","NOV","2035","Nov-35","2035-10-01","2035-10-16","2035-10-23","2035-11-03","2035-10-01","2035-11-03","0","","0","","2020-12-03","2021-12-17"
"40424","9999","90","Issues","89","JAN","2036","Jan-36","2035-12-01","2035-12-16","2035-12-23","2036-01-03","2035-12-01","2036-01-03","0","","0","","2020-12-03","2021-12-17"
"40425","9999","90","Issues","90","MAR","2036","Mar-36","2036-02-01","2036-02-16","2036-02-23","2036-03-03","2036-02-01","2036-03-03","0","","0","","2020-12-03","2021-12-17"
"40426","9999","90","Issues","91","MAY","2036","May-36","2036-04-01","2036-04-16","2036-04-23","2036-05-03","2036-04-01","2036-05-03","0","","0","","2020-12-03","2021-12-17"
"40427","9999","90","Issues","92","JUL","2036","Jul-36","2036-06-01","2036-06-16","2036-06-23","2036-07-03","2036-06-01","2036-07-03","0","","0","","2020-12-03","2021-12-17"
"40428","9999","90","Issues","93","SEP","2036","Sep-36","2036-08-01","2036-08-16","2036-08-23","2036-09-03","2036-08-01","2036-09-03","0","","0","","2020-12-03","2021-12-17"
"40429","9999","90","Issues","94","NOV","2036","Nov-36","2036-10-01","2036-10-16","2036-10-23","2036-11-03","2036-10-01","2036-11-03","0","","0","","2020-12-03","2021-12-17"
"40430","9999","90","Issues","95","JAN","2037","Jan-37","2036-12-01","2036-12-16","2036-12-23","2037-01-03","2036-12-01","2037-01-03","0","","0","","2020-12-03","2021-12-17"
"40431","9999","90","Issues","96","MAR","2037","Mar-37","2037-02-01","2037-02-16","2037-02-23","2037-03-03","2037-02-01","2037-03-03","0","","0","","2020-12-03","2021-12-17"
"40432","9999","90","Issues","97","MAY","2037","May-37","2037-04-01","2037-04-16","2037-04-23","2037-05-03","2037-04-01","2037-05-03","0","","0","","2020-12-03","2021-12-17"
"40433","9999","90","Issues","98","JUL","2037","Jul-37","2037-06-01","2037-06-16","2037-06-23","2037-07-03","2037-06-01","2037-07-03","0","","0","","2020-12-03","2021-12-17"
"40434","9999","90","Issues","99","SEP","2037","Sep-37","2037-08-01","2037-08-16","2037-08-23","2037-09-03","2037-08-01","2037-09-03","0","","0","","2020-12-03","2021-12-17"
"40435","9999","90","Issues","100","NOV","2037","Nov-37","2037-10-01","2037-10-16","2037-10-23","2037-11-03","2037-10-01","2037-11-03","0","","0","","2020-12-03","2021-12-17"
"40436","9999","90","Issues","101","JAN","2038","Jan-38","2037-12-01","2037-12-16","2037-12-23","2038-01-03","2037-12-01","2038-01-03","0","","0","","2020-12-03","2021-12-17"
"40437","9999","90","Issues","102","MAR","2038","Mar-38","2038-02-01","2038-02-16","2038-02-23","2038-03-03","2038-02-01","2038-03-03","0","","0","","2020-12-03","2021-12-17"
"40438","9999","90","Issues","103","MAY","2038","May-38","2038-04-01","2038-04-16","2038-04-23","2038-05-03","2038-04-01","2038-05-03","0","","0","","2020-12-03","2021-12-17"
"40439","9999","90","Issues","104","JUL","2038","Jul-38","2038-06-01","2038-06-16","2038-06-23","2038-07-03","2038-06-01","2038-07-03","0","","0","","2020-12-03","2021-12-17"
"40440","9999","90","Issues","105","SEP","2038","Sep-38","2038-08-01","2038-08-16","2038-08-23","2038-09-03","2038-08-01","2038-09-03","0","","0","","2020-12-03","2021-12-17"
"40441","9999","90","Issues","106","NOV","2038","Nov-38","2038-10-01","2038-10-16","2038-10-23","2038-11-03","2038-10-01","2038-11-03","0","","0","","2020-12-03","2021-12-17"
"40442","9999","90","Issues","107","JAN","2039","Jan-39","2038-12-01","2038-12-16","2038-12-23","2039-01-03","2038-12-01","2039-01-03","0","","0","","2020-12-03","2021-12-17"
"40443","9999","90","Issues","108","MAR","2039","Mar-39","2039-02-01","2039-02-16","2039-02-23","2039-03-03","2039-02-01","2039-03-03","0","","0","","2020-12-03","2021-12-17"
"40444","9999","90","Issues","109","MAY","2039","May-39","2039-04-01","2039-04-16","2039-04-23","2039-05-03","2039-04-01","2039-05-03","0","","0","","2020-12-03","2021-12-17"
"40445","9999","90","Issues","110","JUL","2039","Jul-39","2039-06-01","2039-06-16","2039-06-23","2039-07-03","2039-06-01","2039-07-03","0","","0","","2020-12-03","2021-12-17"
"40446","9999","90","Issues","111","SEP","2039","Sep-39","2039-08-01","2039-08-16","2039-08-23","2039-09-03","2039-08-01","2039-09-03","0","","0","","2020-12-03","2021-12-17"
"40447","9999","90","Issues","112","NOV","2039","Nov-39","2039-10-01","2039-10-16","2039-10-23","2039-11-03","2039-10-01","2039-11-03","0","","0","","2020-12-03","2021-12-17"
"40448","9999","90","Issues","113","JAN","2040","Jan-40","2039-12-01","2039-12-16","2039-12-23","2040-01-03","2039-12-01","2040-01-03","0","","0","","2020-12-03","2021-12-17"
"40449","9999","90","Issues","114","MAR","2040","Mar-40","2040-02-01","2040-02-16","2040-02-23","2040-03-03","2040-02-01","2040-03-03","0","","0","","2020-12-03","2021-12-17"
"40450","9999","90","Issues","115","MAY","2040","May-40","2040-04-01","2040-04-16","2040-04-23","2040-05-03","2040-04-01","2040-05-03","0","","0","","2020-12-03","2021-12-17"
"40451","9999","90","Issues","116","JUL","2040","Jul-40","2040-06-01","2040-06-16","2040-06-23","2040-07-03","2040-06-01","2040-07-03","0","","0","","2020-12-03","2021-12-17"
"40452","9999","90","Issues","117","SEP","2040","Sep-40","2040-08-01","2040-08-16","2040-08-23","2040-09-03","2040-08-01","2040-09-03","0","","0","","2020-12-03","2021-12-17"
"40453","9999","90","Issues","118","NOV","2040","Nov-40","2040-10-01","2040-10-16","2040-10-23","2040-11-03","2040-10-01","2040-11-03","0","","0","","2020-12-03","2021-12-17"
"40454","9999","90","Issues","119","JAN","2041","Jan-41","2040-12-01","2040-12-16","2040-12-23","2041-01-03","2040-12-01","2041-01-03","0","","0","","2020-12-03","2021-12-17"
"40455","9999","90","Issues","120","MAR","2041","Mar-41","2041-02-01","2041-02-16","2041-02-23","2041-03-03","2041-02-01","2041-03-03","0","","0","","2020-12-03","2021-12-17"
"40456","9999","90","Issues","121","MAY","2041","May-41","2041-04-01","2041-04-16","2041-04-23","2041-05-03","2041-04-01","2041-05-03","0","","0","","2020-12-03","2021-12-17"
"40457","9999","90","Issues","122","JUL","2041","Jul-41","2041-06-01","2041-06-16","2041-06-23","2041-07-03","2041-06-01","2041-07-03","0","","0","","2020-12-03","2021-12-17"
"40458","9999","90","Issues","123","SEP","2041","Sep-41","2041-08-01","2041-08-16","2041-08-23","2041-09-03","2041-08-01","2041-09-03","0","","0","","2020-12-03","2021-12-17"
"40459","9999","90","Issues","124","NOV","2041","Nov-41","2041-10-01","2041-10-16","2041-10-23","2041-11-03","2041-10-01","2041-11-03","0","","0","","2020-12-03","2021-12-17"
"40460","9999","90","Issues","125","JAN","2042","Jan-42","2041-12-01","2041-12-16","2041-12-23","2042-01-03","2041-12-01","2042-01-03","0","","0","","2020-12-03","2021-12-17"
"40461","9999","90","Issues","126","MAR","2042","Mar-42","2042-02-01","2042-02-16","2042-02-23","2042-03-03","2042-02-01","2042-03-03","0","","0","","2020-12-03","2021-12-17"
"40462","9999","90","Issues","127","MAY","2042","May-42","2042-04-01","2042-04-16","2042-04-23","2042-05-03","2042-04-01","2042-05-03","0","","0","","2020-12-03","2021-12-17"
"40463","9999","90","Issues","128","JUL","2042","Jul-42","2042-06-01","2042-06-16","2042-06-23","2042-07-03","2042-06-01","2042-07-03","0","","0","","2020-12-03","2021-12-17"
"40464","9999","90","Issues","129","SEP","2042","Sep-42","2042-08-01","2042-08-16","2042-08-23","2042-09-03","2042-08-01","2042-09-03","0","","0","","2020-12-03","2021-12-17"
"40465","9999","90","Issues","130","NOV","2042","Nov-42","2042-10-01","2042-10-16","2042-10-23","2042-11-03","2042-10-01","2042-11-03","0","","0","","2020-12-03","2021-12-17"
"40466","9999","90","Issues","131","JAN","2043","Jan-43","2042-12-01","2042-12-16","2042-12-23","2043-01-03","2042-12-01","2043-01-03","0","","0","","2020-12-03","2021-12-17"
"40467","9999","90","Issues","132","MAR","2043","Mar-43","2043-02-01","2043-02-16","2043-02-23","2043-03-03","2043-02-01","2043-03-03","0","","0","","2020-12-03","2021-12-17"
"40468","9999","90","Issues","133","MAY","2043","May-43","2043-04-01","2043-04-16","2043-04-23","2043-05-03","2043-04-01","2043-05-03","0","","0","","2020-12-03","2021-12-17"
"40469","9999","90","Issues","134","JUL","2043","Jul-43","2043-06-01","2043-06-16","2043-06-23","2043-07-03","2043-06-01","2043-07-03","0","","0","","2020-12-03","2021-12-17"
"40470","9999","90","Issues","135","SEP","2043","Sep-43","2043-08-01","2043-08-16","2043-08-23","2043-09-03","2043-08-01","2043-09-03","0","","0","","2020-12-03","2021-12-17"
"40471","9999","90","Issues","136","NOV","2043","Nov-43","2043-10-01","2043-10-16","2043-10-23","2043-11-03","2043-10-01","2043-11-03","0","","0","","2020-12-03","2021-12-17"
"40472","9999","90","Issues","137","JAN","2044","Jan-44","2043-12-01","2043-12-16","2043-12-23","2044-01-03","2043-12-01","2044-01-03","0","","0","","2020-12-03","2021-12-17"
"40473","9999","90","Issues","138","MAR","2044","Mar-44","2044-02-01","2044-02-16","2044-02-23","2044-03-03","2044-02-01","2044-03-03","0","","0","","2020-12-03","2021-12-17"
"40474","9999","90","Issues","139","MAY","2044","May-44","2044-04-01","2044-04-16","2044-04-23","2044-05-03","2044-04-01","2044-05-03","0","","0","","2020-12-03","2021-12-17"
"40475","9999","90","Issues","140","JUL","2044","Jul-44","2044-06-01","2044-06-16","2044-06-23","2044-07-03","2044-06-01","2044-07-03","0","","0","","2020-12-03","2021-12-17"
"40476","9999","90","Issues","141","SEP","2044","Sep-44","2044-08-01","2044-08-16","2044-08-23","2044-09-03","2044-08-01","2044-09-03","0","","0","","2020-12-03","2021-12-17"
"40477","9999","90","Issues","142","NOV","2044","Nov-44","2044-10-01","2044-10-16","2044-10-23","2044-11-03","2044-10-01","2044-11-03","0","","0","","2020-12-03","2021-12-17"
"40478","9999","90","Issues","143","JAN","2045","Jan-45","2044-12-01","2044-12-16","2044-12-23","2045-01-03","2044-12-01","2045-01-03","0","","0","","2020-12-03","2021-12-17"
"40479","9999","90","Issues","144","MAR","2045","Mar-45","2045-02-01","2045-02-16","2045-02-23","2045-03-03","2045-02-01","2045-03-03","0","","0","","2020-12-03","2021-12-17"
"40480","9999","90","Issues","145","MAY","2045","May-45","2045-04-01","2045-04-16","2045-04-23","2045-05-03","2045-04-01","2045-05-03","0","","0","","2020-12-03","2021-12-17"
"40481","9999","90","Issues","146","JUL","2045","Jul-45","2045-06-01","2045-06-16","2045-06-23","2045-07-03","2045-06-01","2045-07-03","0","","0","","2020-12-03","2021-12-17"
"40482","9999","90","Issues","147","SEP","2045","Sep-45","2045-08-01","2045-08-16","2045-08-23","2045-09-03","2045-08-01","2045-09-03","0","","0","","2020-12-03","2021-12-17"
"40483","9999","90","Issues","148","NOV","2045","Nov-45","2045-10-01","2045-10-16","2045-10-23","2045-11-03","2045-10-01","2045-11-03","0","","0","","2020-12-03","2021-12-17"
"40484","9999","90","Issues","149","JAN","2046","Jan-46","2045-12-01","2045-12-16","2045-12-23","2046-01-03","2045-12-01","2046-01-03","0","","0","","2020-12-03","2021-12-17"
"40485","9999","90","Issues","150","MAR","2046","Mar-46","2046-02-01","2046-02-16","2046-02-23","2046-03-03","2046-02-01","2046-03-03","0","","0","","2020-12-03","2021-12-17"
"40486","9999","90","Issues","151","MAY","2046","May-46","2046-04-01","2046-04-16","2046-04-23","2046-05-03","2046-04-01","2046-05-03","0","","0","","2020-12-03","2021-12-17"
"40487","9999","90","Issues","152","JUL","2046","Jul-46","2046-06-01","2046-06-16","2046-06-23","2046-07-03","2046-06-01","2046-07-03","0","","0","","2020-12-03","2021-12-17"
